Seq,CR_No,Comp_Name_Eng,Comp_Name_Chi,Replaced_Name_Eng,Replaced_Name_Chi,Replaced_Eff_date
1210,"1346212","SPIDER KING FINERY GROUP LIMITED","蜘蛛王服飾集團有限公司","Company Registration Number 1346212 Limited","公司註冊編號 1346212 有限公司"," 14-08-2012"
1211,"1983838","SPT ELECTRONIC TECHNOLOGY LIMITED","史波特電子科技有限公司","Company Registration Number 1983838 Limited","史波特電子科技有限公司"," 29-09-2014"
1212,"1479280","SUIBAO TURNITURE (INTERNATIONAL) INDUSTRIAL LIMITED","穗寶家具(國際)實業有限公司","Company Registration Number 1479280 Limited","公司註冊編號 1479280 有限公司"," 02-02-2016"
1213,"2751122","SUSA DRINKS LIMITED","蘇薩國際飲品有限公司","Company Registration Number 2751122 Limited","公司註冊編號 2751122 有限公司"," 23-04-2019"
1214,"2429559","SWEDEN UDDEHOLM STEEL CO., LIMITED","瑞典聯合鋼鐵有限公司","Company Registration Number 2429559 Limited","瑞典聯合鋼鐵有限公司"," 06-02-2018"
1215,"1159362","SWISS ABB . CREED INTERNATIONAL GROUP CO., LIMITED","","Company Registration Number 1159362 Limited",""," 09-07-2012"
1216,"1915502","SWITZERLAND XIMENG ELECTRICAL LIMITED","瑞士西蒙電氣有限公司","Company Registration Number 1915502 Limited","公司註冊編號 1915502 有限公司"," 25-04-2014"
1217,"1702606","Schneider & Partner GmbH Limited","","Company Registration Number 1702606 Limited",""," 15-01-2013"
1218,"2163783","Schneider Electric Industry Group Limited","施耐德電氣實業集團有限公司","Company Registration Number 2163783 Limited","公司註冊編號 2163783 有限公司"," 16-06-2015"
1219,"1523517","Schneider Electric Power Equipment Co., Limited","施耐德電力成套設備有限公司","Company Registration Number 1523517 Limited","公司註冊編號 1523517 有限公司"," 07-05-2014"
1220,"1958420","Schneider Electrotechnical Limited","施一耐一德一電工有限公司","Company Registration Number 1958420 Limited","公司註冊編號 1958420 有限公司"," 11-07-2014"
1221,"1984819","Schneider Industrial Electrical (China) Investment Co., Limited","施耐德工業電氣(中國)有限公司","Company Registration Number 1984819 Limited","公司註冊編號 1984819 有限公司"," 11-09-2014"
1222,"1933792","Schneider Merlin Gerin (Guangdong) Co., Limited","施耐德梅蘭日蘭(廣東)有限公司","Company Registration Number 1933792 Limited","公司註冊編號 1933792 有限公司"," 25-07-2014"
1223,"2716737","Seven Wolves Knitting Co., Limited","七匹狼針織有限公司","Company Registration Number 2716737 Limited","公司註冊編號 2716737 有限公司"," 24-04-2019"
1224,"1633181","ShangHai Samense Holding Group Co., Limited","西門子上海控股集團有限公司","ShangHai Samense Holding Group Co., Limited","公司註冊編號 1633181 有限公司"," 20-01-2012"
1225,"2700680","Shanghai Guanlong Valve Co., Limited","上海冠龍閥門有限公司","Company Registration Number 2700680 Limited","公司註冊編號 2700680 有限公司"," 25-01-2019"
1226,"1830941","Shanghai People Enterprise Electrical Group Make Limited","上海人民企業電器集團製造有限公司","Company Registration Number 1830941 Limited","公司註冊編號 1830941 有限公司"," 27-12-2013"
1227,"2703485","Shanghai Red Bean Apparel International Limited","上海紅豆服飾國際有限公司","Shanghai Red Bean Apparel International Limited","公司註冊編號 2703485 有限公司"," 25-01-2019"
1228,"1689080","Shanghai Shinaide (China) Limited","上海施耐德(中國)有限公司","Company Registration Number 1689080 Limited","公司註冊編號 1689080 有限公司"," 13-12-2012"
1229,"1692655","Shanghai Treyo Electromechnical Limited","上海雀友機電有限公司","Company Registration Number 1692655 Limited","公司註冊編號 1692655 有限公司"," 30-01-2013"
1230,"2029406","Shenzhen Leishi Electric Appliance Limited","深圳雷士電器有限公司","Company Registration Number 2029406 Limited","公司註冊編號 2029406 有限公司"," 04-03-2015"
1231,"1735024","Shi Naider Electric (China) Company Limited","施耐德電氣(中國)股份有限公司","Company Registration Number 1735024 Limited","公司註冊編號 1735024 有限公司"," 14-03-2013"
1232,"1793289","Siemcns Electrical (Shanghai) Co., Limited","西門子電氣(上海)有限公司","Company Registration Number 1793289 Limited","公司註冊編號 1793289 有限公司"," 04-02-2013"
1233,"2335388","Sikaijie Sports Shoes Limited","斯凱傑運動鞋業有限公司","Company Registration Number 2335388 Limited","公司註冊編號 2335388 有限公司"," 27-04-2018"
1234,"1949405","Simen International Electrical (China) Co., Limited","西蒙國際電工(中國)有限公司","Company Registration Number 1949405 Limited","公司註冊編號 1949405 有限公司"," 25-04-2014"
1235,"1634619","SinoGreen Turbo-Power Co., Limited","華潤增壓動力有限公司","SinoGreen Turbo-Power Co., Limited","公司註冊編號 1634619 有限公司"," 13-02-2012"
1236,"2135391","Songxia Kitchen and Bath Electric Appliance Group (HK) Co., Limited","香港松下廚衛電器集團有限公司","Songxia Kitchen and Bath Electric Appliance Group (HK) Co., Limited","公司註冊編號 2135391 有限公司"," 04-05-2015"
1237,"1930241","Sontay Group (Germany) Co., Limited","西蒙集團(德國)有限公司","Sontay Group (Germany) Co., Limited","公司註冊編號 1930241 有限公司"," 25-04-2014"
1238,"1800780","Standard Perpetual Bullion (International) Limited","盛豐貴金屬(國際)有限公司","Company Registration Number 1800780 Limited","公司註冊編號 1800780 有限公司"," 12-02-2014"
1239,"2080223","Suntek Investment Trade Group Co., Limited","信德投資貿易集團有限公司","Company Registration Number 2080223 Limited","公司註冊編號 2080223 有限公司"," 31-10-2014"
1240,"2439486","Syngenta Plant Protection International Co., Limited","先正達植物保護國際有限公司","Company Registration Number 2439486 Limited","公司註冊編號 2439486 有限公司"," 06-12-2018"
1241,"1567287","TAI-KOO (HK) HOSPITAL MANAGEMENT LIMITED","泰古(香港)醫院管理有限公司","Company Registration Number 1567287 Limited","泰古(香港)醫院管理有限公司"," 21-07-2016"
1242,"1848869","TAIKOO INTERNATIONAL GROUP CO., LIMITED","太古國際集團有限公司","Company Registration Number 1848869 Limited","公司註冊編號 1848869 有限公司"," 12-07-2013"
1243,"1673358","TAIWAN (CHINA) JIANPAI BATHROOM INTERNATIONAL GROUP LIMITED","台灣(中國)箭牌衛浴國際集團有限公司","Company Registration Number 1673358 Limited","公司註冊編號 1673358 有限公司"," 29-11-2012"
1244,"1809213","TAIWAN CURIOUS CHILDREN GROUP CO., LIMITED","臺灣好奇兒童用品集團有限公司","TAIWAN CURIOUS CHILDREN GROUP CO., LIMITED","公司註冊編號 1809213 有限公司"," 06-06-2014"
1245,"1692223","TAIWAN GIANT HOLDINGS LIMITED","台灣捷安特股份有限公司","Company Registration Number 1692223 Limited","公司註冊編號 1692223 有限公司"," 23-01-2013"
1246,"1652704","TAIWAN JIEANTE SHARES LIMITED","臺灣捷安特股份有限公司","TAIWAN JIEANTE SHARES LIMITED","公司註冊編號 1652704 有限公司"," 13-09-2012"
1247,"1762622","TAIWAN JIEANTE VEHICLE INDUSTRIAL LIMITED","台灣捷安特車業有限公司","Company Registration Number 1762622 Limited","公司註冊編號 1762622 有限公司"," 08-08-2013"
1248,"1832455","TAIWAN JINMEN (GROUP) GOLD KAOLIANG SPIRIT LIMITED","台灣金門(集團)金高粱酒業有限公司","Company Registration Number 1832455 Limited","公司註冊編號 1832455 有限公司"," 21-01-2014"
1249,"1673436","TAIWAN SHINAIDE ELECTRIC GROUP LIMITED","台灣施耐德電氣集團有限公司","Company Registration Number 1673436 Limited","公司註冊編號 1673436 有限公司"," 22-11-2012"
1250,"1436912","TAOBAO NETWORK COMPANY LIMITED","淘寶網絡有限公司","Company Registration Number 1436912 Limited","公司註冊編號 1436912 有限公司"," 02-05-2012"
1251,"1514563","TAOBAO SHANGMENG GROUP CO., LIMITED","淘寶商盟集團股份有限公司","Company Registration Number 1514563 Limited","公司註冊編號 1514563 有限公司"," 02-05-2012"
1252,"1103986","TAOBAOCHENG (HK) INDUSTRY LIMITED","淘寶城(香港)實業有限公司","Company Registration Number 1103986 Limited","公司註冊編號 1103986 有限公司"," 02-05-2012"
1253,"2761603","TE ZHONG BING FOOD (HAINAN) CO., LIMITED","特種兵食品(海南)有限公司","Company Registration Number 2761603 Limited","公司註冊編號 2761603 有限公司"," 24-04-2019"
1254,"2474749","TEMASEK HOLDINGS (CHINA) PTE LIMITED","淡馬錫控股(中國)有限公司","Company Registration Number 2474749 Limited","淡馬錫控股(中國)有限公司"," 29-04-2019"
1255,"2098790","THE GERMAN BAYER INVESTMENT (HONGKONG) CO., LIMITED","德國拜耳投資(香港)有限公司","Company Registration Number 2098790 Limited","公司註冊編號 2098790 有限公司"," 11-09-2014"
1256,"1297802","THE INTERNATIONAL UNIVERSITY LIMITED","","Company Registration Number 1297802 Limited",""," 05-11-2015"
1257,"2076624","TIANJIN MEIDI ELECTRIC APPLIANCE TECHNOLOGY LIMITED","天津美的電器科技有限公司","Company Registration Number 2076624 Limited","公司註冊編號 2076624 有限公司"," 26-05-2015"
1258,"1677487","TIANJIN SCHNAIDER ELECTRICAL EQUIPMENT LIMITED","天津施耐德電氣設備有限公司","Company Registration Number 1677487 Limited","公司註冊編號 1677487 有限公司"," 28-11-2012"
1259,"1718478","TIANJINSHI JIEANTE BICYCLE LIMITED","天津市捷安特自行車有限公司","Company Registration Number 1718478 Limited","公司註冊編號 1718478 有限公司"," 29-04-2013"
1260,"1674981","TIANNENG POWER SUPPLY TECHNOLOGY LIMITED","天能電源科技有限公司","Company Registration Number 1674981 Limited","公司註冊編號 1674981 有限公司"," 12-12-2012"
1261,"1956283","TIFFANY COMPANY LIMITED","","Company Registration Number 1956283 Limited",""," 07-08-2014"
1262,"1035881","TIFFANY FASHION LIMITED","迪芬妮服裝有限公司","Company Registration Number 1035881 Limited","公司註冊編號 1035881 有限公司"," 02-01-2015"
1263,"1916129","TM EXPRESS CO., LIMITED","天貓物流有限公司","TM EXPRESS CO., LIMITED","公司註冊編號 1916129 有限公司"," 27-08-2014"
1264,"1724621","TONG REN TANG (HK) INTERNATIONAL MEDICINE GROUP CO., LIMITED","同仁堂(香港)國際醫藥集團有限公司","Company Registration Number 1724621 Limited","公司註冊編號 1724621 有限公司"," 03-04-2013"
1265,"1580921","TONGRENTANG (HK) MEDICINE GROUP DEVELOPMENT CO., LIMITED","同仁堂(香港)醫藥集團發展有限公司","Company Registration Number 1580921 Limited","公司註冊編號 1580921 有限公司"," 24-04-2012"
1266,"1695605","TONGRENTANG (HONGKONG) PHARMACEUTICAL SHARES LIMITED","同仁堂(香港)藥業股份有限公司","Company Registration Number 1695605 Limited","公司註冊編號 1695605 有限公司"," 06-02-2013"
1267,"1580302","TONGRENTANG CHINESE MEDICINE GROUP SHARE LIMITED","同仁堂國藥集團股份有限公司","Company Registration Number 1580302 Limited","公司註冊編號 1580302 有限公司"," 02-05-2012"
1268,"1625325","TOTAL LUBRICANTS (HONG KONG) OIL CHEMICAL GROUP CO., LIMITED","道達爾潤滑油(香港)石油化工集團有限公司","Company Registration Number 1625325 Limited","公司註冊編號 1625325 有限公司"," 13-08-2012"
1269,"2086978","TREVZR BATHROOM (INT'L) CO., LIMITED","法恩莎衛浴(國際)有限公司","TREVZR BATHROOM (INT'L) CO., LIMITED","公司註冊編號 2086978 有限公司"," 12-05-2015"
1270,"1895809","TUDOR INDUSTRY CO., LIMITED","都譯實業有限公司","Company Registration Number 1895809 Limited","都譯實業有限公司"," 17-04-2014"
1271,"1935089","Taiwan Jinmen Jingaoliang Wine Industry Limited","台灣金門金高粱酒業有限公司","Company Registration Number 1935089 Limited","公司註冊編號 1935089 有限公司"," 22-08-2014"
1272,"2433596","The Rain Rainbow Waterproof (GuangDong) Science And Technology Industrial CO., LIMITED","雨虹防水(廣東)科技實業有限公司","The Rain Rainbow Waterproof (GuangDong) Science And Technology Industrial CO., LIMITED","公司註冊編號 2433596 有限公司"," 23-11-2017"
1273,"1830402","Tiffany Elements Trading & Sourcing (HK) Limited","蒂凡尼元素貿易(香港)有限公司","Company Registration Number 1830402 Limited","公司註冊編號 1830402 有限公司"," 29-07-2013"
1274,"1911985","Tomson International Limited","湯遜國際有限公司","Company Registration Number 1911985 Limited","湯遜國際有限公司"," 27-05-2014"
1275,"1586434","Tong Ren Tang (Hong Kong) Sheng-Yuan-Bao Limited","同仁堂(香港)生元宝有限公司","Company Registration Number 1586434 Limited","公司註冊編號 1586434 有限公司"," 25-05-2012"
1276,"1992930","Tong Ren Tang Co., Limited","同仁堂股份有限公司","Company Registration Number 1992930 Limited","公司註冊編號 1992930 有限公司"," 12-06-2014"
1277,"2263988","Total Energy International Trading Co., Limited","全能國際貿易有限公司","Company Registration Number 2263988 Limited","全能國際貿易有限公司"," 06-09-2016"
1278,"2438251","Tradeway International Limited","萬向國際有限公司","Tradeway International Limited","公司註冊編號 2438251 有限公司"," 23-11-2017"
1279,"1751412","Treyo Group ( Hongkong) Co., Limited","雀友集團(香港)有限公司","Company Registration Number 1751412 Limited","公司註冊編號 1751412 有限公司"," 12-07-2013"
1280,"2301791","U.K. OSLANG PETROCHEMICAL LIMITED","英國歐司朗石油化工有限公司","Company Registration Number 2301791 Limited","公司註冊編號 2301791 有限公司"," 03-02-2017"
1281,"1744752","U.S. MOBIL BOHAI GULF PETROCHEMICAL LIMITED","美國美孚渤海灣石油化工有限公司","Company Registration Number 1744752 Limited","公司註冊編號 1744752 有限公司"," 17-12-2013"
1282,"1449690","U.S.A YASHILANDAI INT'L GROUP HOLDING LIMITED","美國雅詩蘭黛國際集團股份有限公司","Company Registration Number 1449690 Limited","公司註冊編號 1449690 有限公司"," 24-05-2011"
1283,"1381914","U.S.A. MEIFU PETROLEUM GROUP LIMITED","公司註冊編號 1381914 有限公司","Company Registration Number 1381914 Limited","公司註冊編號 1381914 有限公司"," 25-07-2019"
1284,"1138049","U.S.A. PLAYBOY FASHION (CHINA) LIMITED","美國花花公子服飾(中國)有限公司","Company Registration Number 1138049 Limited","公司註冊編號 1138049 有限公司"," 22-11-2012"
1285,"1642931","UAS. SIMIEN (CHINA) LIMITED","美國西蒙(中國)有限公司","UAS. SIMIEN (CHINA) LIMITED","公司註冊編號 1642931 有限公司"," 06-09-2012"
1286,"1384552","UK AQUAPLANER FASHION CLOTHES LIMITED","英國雅格斯丹時裝有限公司","UK AQUAPLANER FASHION CLOTHES LIMITED","公司註冊編號 1384552 有限公司"," 12-07-2011"
1287,"1817298","UK CAYLEY JAGUAR GROUP HOLDING LIMITED","英國凱萊捷豹集團股份有限公司","Company Registration Number 1817298 Limited","公司註冊編號 1817298 有限公司"," 11-08-2014"
1288,"1705142","UK CROCODILE INTERNATIONAL GROUP (ASIA) HOLDINGS LIMITED","英國鱷魚國際集團(亞洲)控股有限公司","Company Registration Number 1705142 Limited","公司註冊編號 1705142 有限公司"," 07-11-2012"
1289,"2634465","UK DANENG FOOD INT'L HOLDING LIMITED","英國達能食品國際控股有限公司","Company Registration Number 2634465 Limited","公司註冊編號 2634465 有限公司"," 04-02-2019"
1290,"2188171","UK DAODAER PETROCHEMICAL CO., LIMITED","英國道達爾石油化工有限公司","Company Registration Number 2188171 Limited","公司註冊編號 2188171 有限公司"," 21-09-2015"
1291,"1379074","UK DENGXILU INTERNATIONAL LIMITED","英國登喜路國際有限公司","Company Registration Number 1379074 Limited","公司註冊編號 1379074 有限公司"," 24-07-2013"
1292,"1634917","UK DONGTAO SANITARY LIMITED","英國東陶衛浴有限公司","Company Registration Number 1634917 Limited","公司註冊編號 1634917 有限公司"," 24-02-2012"
1293,"1801870","UK DUNHILL COSTUMES INTERNATIONAL GROUP CO., LIMITED","英國登喜路服飾國際集團有限公司","Company Registration Number 1801870 Limited","公司註冊編號 1801870 有限公司"," 26-03-2013"
1294,"1300042","UK DUREX INTERNATIONAL LATEX GROUP LIMITED","英國杜蕾斯國際乳膠集團有限公司","Company Registration Number 1300042 Limited","公司註冊編號 1300042 有限公司"," 15-04-2013"
1295,"2133861","UK HUANGJIA GONGNIU INTERNATIONAL HOLDING GROUP LIMITED","英國皇家公牛國際控股集團有限公司","Company Registration Number 2133861 Limited","公司註冊編號 2133861 有限公司"," 19-11-2014"
1296,"1402048","UK RANGE ROVER DRESS GROUP LIMITED","英國路虎攬勝服飾集團有限公司","Company Registration Number 1402048 Limited","公司註冊編號 1402048 有限公司"," 30-01-2012"
1297,"2033762","UK XIMENG ELECTRICAL CO., LIMITED","英國西蒙電氣有限公司","Company Registration Number 2033762 Limited","公司註冊編號 2033762 有限公司"," 03-12-2014"
1298,"2404705","UNILEVER HK AOMIAO GROUP CO., LIMITED","聯合利華香港奧妙集團有限公司","Company Registration Number 2404705 Limited","公司註冊編號 2404705 有限公司"," 04-10-2018"
1299,"2468388","UNILEVER INTERNATIONAL GROUP (HK) LIMITED","聯合利華國際集團(香港)有限公司","Company Registration Number 2468388 Limited","公司註冊編號 2468388 有限公司"," 27-02-2018"
1300,"1643307","UNION DENGXILU (FRANCE) GROUP LIMITED","聯盟登喜路(法國)集團有限公司","Company Registration Number 1643307 Limited","公司註冊編號 1643307 有限公司"," 30-04-2012"
1301,"1523892","UNION LIHUA GROUP LIMITED","聯合利華集團有限公司","Company Registration Number 1523892 Limited","公司註冊編號 1523892 有限公司"," 06-12-2011"
1302,"1834857","UNION STANDARD INTERNATIONAL GROUP PTY LIMITED","聯准國際金融集團有限公司","Company Registration Number 1834857 Limited","公司註冊編號 1834857 有限公司"," 14-02-2013"
1303,"1995312","UNITED STATES ESSO PETRIFACTION GROUP LIMITED","美國艾索石化集團有限公司","Company Registration Number 1995312 Limited","公司註冊編號 1995312 有限公司"," 09-01-2015"
1304,"2358463","US BULL COMMERCE AND TRADE (HONGKONG) CO., LIMITED","美國公牛商貿(香港)有限公司","Company Registration Number 2358463 Limited","公司註冊編號 2358463 有限公司"," 02-06-2017"
1305,"1866353","USA AIKESEN MEIFU SHIYOU GROUP DEVELOP CO., LIMITED","美國埃克森美孚石油集團發展有限公司","USA AIKESEN MEIFU SHIYOU GROUP DEVELOP CO., LIMITED","公司註冊編號 1866353 有限公司"," 27-11-2014"
1306,"1815485","USA AIKSION INT'L GROUP HOLDING LIMITED","美國埃克森國際集團控股有限公司","USA AIKSION INT'L GROUP HOLDING LIMITED","公司註冊編號 1815485 有限公司"," 15-10-2014"
1307,"2611251","USA BAIWEI YINGBO (CHINA) BEER HOLDING GROUP LIMITED","美國百威英博(中國)啤酒控股集團有限公司","Company Registration Number 2611251 Limited","公司註冊編號 2611251 有限公司"," 28-01-2019"
1308,"1384564","USA BUDWEISER BEER GROUP (HK) LIMITED","美國百威啤酒集團(香港)有限公司","Company Registration Number 1384564 Limited","公司註冊編號 1384564 有限公司"," 28-12-2011"
